-13.367 -16.3078 -13.3035 -16.6098 -13.5997 -12.8487 -16.1188 -13.0608 -13.2755 -16.8266 -12.6656 -12.8936 -15.0692 -15.058 -15.6835 -13.2629 -14.5718 
-9.01772 -11.9586 -8.95427 -12.2605 -9.25043 -8.4994 -11.7697 -8.71157 -8.92635 -12.4773 -8.31639 -8.54433 -10.72 -10.7088 -11.3343 -8.91363 -10.2226 
-6.02012 -8.96113 -5.95671 -9.26287 -6.25289 -5.50185 -8.77248 -5.714 -5.92887 -9.47994 -5.31886 -5.54679 -7.72249 -7.71134 -8.33671 -5.91607 -7.22517 
-3.75776 -6.6989 -3.69435 -7.00053 -3.99055 -3.23949 -6.51045 -3.45164 -3.6666 -7.2178 -3.05653 -3.28445 -5.46023 -5.44911 -6.07436 -3.6537 -4.96294 
-1.96586 -4.90711 -1.90243 -5.20864 -2.19865 -1.44758 -4.71882 -1.65972 -1.87476 -5.42609 -1.26464 -1.49254 -3.66843 -3.65733 -4.28245 -1.86176 -3.17116 
-0.499268 -3.44056 -0.435786 -3.742 -0.731995 0.0190803 -3.25241 -0.19307 -0.408169 -3.95961 0.202003 -0.0259003 -2.2019 -2.1908 -2.81581 -0.395088 -1.70462 
0.729787 -2.21148 0.793337 -2.51284 0.497157 1.24822 -2.02344 1.03606 0.82093 -2.73059 1.43114 1.20323 -0.972856 -0.961762 -1.5867 0.834077 -0.475557 
1.77768 -1.16351 1.84132 -1.46477 1.54519 2.29623 -0.975546 2.08404 1.86892 -1.68264 2.47914 2.25123 0.0750863 0.0861855 -0.538722 1.88211 0.572427 
2.68245 -0.258602 2.74619 -0.559774 2.45012 3.20113 -0.0706927 2.98892 2.77383 -0.777748 3.38405 3.15613 0.979954 0.991065 0.366151 2.78705 1.47735 
3.47078 0.529897 3.53463 0.228814 3.23862 3.98961 0.717777 3.77737 3.56231 0.0107511 4.17254 3.94459 1.76841 1.77954 1.15459 3.57554 2.26588 
4.162 1.22129 4.22594 0.920296 3.93001 4.68096 1.40917 4.46871 4.25369 0.70216 4.86391 4.63594 2.45976 2.47092 1.84592 4.26692 2.95731 
4.77047 1.82992 4.83446 1.52901 4.53862 5.28955 2.0178 5.07729 4.86229 1.31081 5.47252 5.24451 3.06833 3.07952 2.45447 4.87553 3.56598 
5.30706 2.36663 5.37108 2.06581 5.07531 5.82624 2.55456 5.61399 5.39899 1.84757 6.00922 5.78118 3.60499 3.61622 2.99111 5.41224 4.10274 
5.78014 2.83977 5.84413 2.53907 5.54845 6.29939 3.02777 6.08717 5.87214 2.32079 6.48239 6.2543 4.07808 4.08935 3.4642 5.88541 4.57596 
6.19619 3.25582 6.2601 2.95527 5.96452 6.71549 3.44392 6.50334 6.28824 2.73695 6.8985 6.67035 4.4941 4.5054 3.88023 6.30154 4.99212 
6.56028 3.61982 6.62408 3.31949 6.32861 7.07961 3.80806 6.86758 6.65235 3.10113 7.26264 7.03439 4.85812 4.86944 4.24427 6.6657 5.3563 
6.87639 3.9357 6.94001 3.6357 6.64468 7.39568 4.12414 7.18387 6.96845 3.41728 7.57876 7.3504 5.17411 5.18541 4.56027 6.98185 5.67247 
7.14761 4.20651 7.21099 3.907 6.91584 7.6668 4.39521 7.45534 7.23962 3.68851 7.84998 7.62145 5.44516 5.45639 4.83135 7.25309 5.94375 
7.37636 4.4346 7.43946 4.13581 7.14453 7.89533 4.62363 7.68442 7.46827 3.91723 8.07871 7.84996 5.6737 5.68475 5.05991 7.48181 6.17258 
7.56459 4.62182 7.62732 4.32403 7.33267 8.08314 4.81125 7.87306 7.65628 4.10537 8.2669 8.03784 5.86164 5.87237 5.24789 7.66991 6.36092 
7.71393 4.7697 7.77621 4.47326 7.48191 8.23176 4.9596 8.02291 7.80522 4.25453 8.41618 8.18671 6.01058 6.02077 5.39694 7.81897 6.51043 
7.82602 4.87976 7.88774 4.58509 7.59388 8.3427 5.0702 8.13558 7.91663 4.36631 8.52816 8.29819 6.1221 6.13147 5.50871 7.93054 6.62275 
7.90295 4.95402 7.96398 4.6615 7.67062 8.41791 5.14504 8.2131 7.99248 4.44273 8.6049 8.37436 6.19822 6.20645 5.58529 8.00662 6.69996 
7.94797 4.99586 8.00821 4.70574 7.71541 8.46068 5.18745 8.25865 8.03599 4.48703 8.64968 8.41857 6.24219 6.24899 5.63001 8.05049 6.74529 
7.96679 5.01156 8.02625 4.7236 7.73395 8.47706 5.20358 8.2778 8.0531 4.50498 8.66821 8.43665 6.25986 6.26521 5.6486 8.06801 6.76434 
7.96931 5.01259 8.02835 4.72554 7.73631 8.4783 5.20476 8.28042 8.05465 4.50697 8.67056 8.43883 6.26174 6.26639 5.65106 8.0698 6.76697 
7.97175 5.01837 8.03147 4.72912 7.73903 8.4836 5.21014 8.28286 8.05915 4.51045 8.67327 8.44172 6.26535 6.27181 5.65352 8.07362 6.76933 
7.99707 5.05672 8.05978 4.75983 7.76575 8.52091 5.24736 8.30876 8.09378 4.54081 8.69981 8.46858 6.29585 6.30943 5.6786 8.10506 6.79462 
8.07052 5.15706 8.13973 4.8459 7.84245 8.62047 5.34597 8.38462 8.18859 4.62637 8.77585 8.54426 6.38057 6.40939 5.75071 8.19206 6.86868 
8.20859 5.33533 8.28812 5.00517 7.98598 8.79948 5.52249 8.52824 8.36208 4.78541 8.91774 8.68389 6.53609 6.58869 5.88527 8.35175 7.00891 
8.40907 5.58306 8.50154 5.23362 8.19364 9.05028 5.76921 8.73773 8.60886 5.01448 9.12234 8.88344 6.75742 6.8396 6.0793 8.57932 7.21364 
8.65277 5.87405 8.7591 5.50863 8.44531 9.34647 6.06029 8.99307 8.90427 5.29135 9.36932 9.12255 7.02168 7.13584 6.31351 8.85186 7.46357 
8.915 6.1801 9.03507 5.80308 8.71561 9.65914 6.3675 9.26838 9.21998 5.58897 9.63318 9.37623 7.30181 7.44873 6.56348 9.14233 7.73355 
9.17526 6.48054 9.30868 6.09566 8.98375 9.96699 6.67002 9.54224 9.53465 5.886 9.89299 9.6241 7.5765 7.75723 6.80883 9.4297 8.00254 
9.42004 6.76325 9.56669 6.37319 9.23627 10.2575 6.95564 9.80068 9.83565 6.16924 10.135 9.85278 7.83227 8.04905 7.03597 9.70099 8.25674 
9.6418 7.02222 9.8019 6.62877 9.4657 10.5245 7.21834 10.0358 10.1169 6.43182 10.3513 10.0546 8.06169 8.31819 7.23703 9.94943 8.48836 
9.83685 7.25503 10.011 6.85941 9.66849 10.7654 7.45575 10.2438 10.376 6.67085 10.538 10.2257 8.26109 8.56238 7.40789 10.172 8.69355 
10.0038 7.46118 10.1927 7.06421 9.84327 10.9796 7.66749 10.423 10.6129 6.88559 10.693 10.3643 8.42883 8.78127 7.5467 10.368 8.87073 
10.1425 7.64111 10.3471 7.24341 9.98991 11.1676 7.85415 10.5728 10.8285 7.07643 10.8159 10.4701 8.56442 8.9755 7.65303 10.5375 9.01954 
10.2535 7.7957 10.4748 7.39773 10.109 11.3302 8.01678 10.6935 11.0242 7.24432 10.9069 10.5441 8.66809 9.14614 7.72763 10.6813 9.1403 
10.3382 7.92604 10.5769 7.52816 10.2014 11.4683 8.15662 10.7857 11.2016 7.39043 10.9674 10.5884 8.74079 9.29446 7.77267 10.8005 9.23379 
10.3983 8.03332 10.6547 7.63579 10.2688 11.5832 8.27502 10.8507 11.3624 7.516 11.0003 10.6078 8.78468 9.42175 7.79269 10.8963 9.30129 
10.4363 8.11884 10.7099 7.72182 10.3131 11.6761 8.37336 10.8905 11.5081 7.62234 11.0114 10.611 8.80412 9.52933 7.79613 10.9701 9.34478 
10.4559 8.18409 10.745 7.7876 10.3376 11.7485 8.45311 10.9091 11.6403 7.71076 11.0117 10.6126 8.80737 9.61852 7.79754 11.0235 9.3675 
10.4623 8.2308 10.7634 7.83475 10.3468 11.8021 8.51583 10.9131 11.7608 7.78262 11.0192 10.6345 8.80892 9.69068 7.81878 11.0587 9.37473 
10.4625 8.26113 10.7695 7.86529 10.3476 11.8391 8.56318 10.9135 11.8709 7.83935 11.0596 10.7028 8.83103 9.74721 7.88622 11.0785 9.37483 
10.4655 8.27784 10.7697 7.88189 10.3497 11.8621 8.59703 10.9268 11.9723 7.8825 11.1599 10.8376 8.90103 9.78964 8.02068 11.0864 9.38027 
10.4816 8.28444 10.7724 7.88813 10.3652 11.8741 8.6194 10.9735 12.0663 7.91379 11.3352 11.0416 9.04094 9.81962 8.22536 11.0876 9.40743 
10.52 8.28535 10.7872 7.88876 10.4075 11.8788 8.63254 11.0729 12.1544 7.93508 11.5787 11.2983 9.25431 9.83904 8.48394 11.0882 9.47386 
10.5866 8.2859 10.8242 7.88984 10.4876 11.8797 8.63886 11.234 12.2381 7.94837 11.8669 11.583 9.52397 9.84997 8.77124 11.0961 9.59232 
10.6816 8.29208 10.8914 7.89859 10.6102 11.8797 8.64084 11.4501 12.3187 7.95575 12.1731 11.8737 9.82345 9.85476 9.06474 11.1194 9.76485 
10.7993 8.30991 10.9924 7.92274 10.7721 11.8809 8.64095 11.7038 12.3978 7.95921 12.4772 12.1555 10.1292 9.85588 9.34912 11.1656 9.98202 
10.9306 8.3445 11.1251 7.96916 10.9637 11.8835 8.64144 11.9747 12.4767 7.96046 12.7666 12.4197 10.4254 9.85588 9.61564 11.2395 10.2281 
11.0654 8.39903 11.2833 8.04223 11.1733 11.8864 8.6442 12.2467 12.5569 7.96076 13.0346 12.6624 10.7029 9.85715 9.86002 11.3417 10.4873 
